Ort 	          : Madrid
Breitengrad       : 40.45
Längengrad	  : -3.7
Hoehenlage        : 716 Meter ueber NN


Art des TMY       : mittleres Jahr
Bezugszeitraum    : 2017-2019
Datenbasis        : National solar radiation database 

NSRDB,232500,-,-,-,40.45,-3.7,0,716,1,w/m2,w/m2,w/m2
Year,MM,DD,HH,Minute,Temperature,DHI,GHI,DNI,Surface Albedo,Wind Direction,Wind Speed,Pressure
2019,1,1,1,30,3.3,0,0,0,0.16,18,1.4,940
2019,1,1,2,30,2.4,0,0,0,0.16,22,1.4,940
2019,1,1,3,30,1.5,0,0,0,0.16,24,1.4,940
2019,1,1,4,30,0.8,0,0,0,0.16,25,1.4,940
2019,1,1,5,30,0.2,0,0,0,0.16,26,1.4,940
2019,1,1,6,30,-0.2,0,0,0,0.16,28,1.3,940
2019,1,1,7,30,-0.4,0,0,0,0.16,30,1.3,940
2019,1,1,8,30,0.7,0,0,0,0.16,33,1.2,941
2019,1,1,9,30,3.6,31,107,588,0.16,35,1.6,941
2019,1,1,10,30,6.6,48,48,0,0.16,34,1.8,941
2019,1,1,11,30,8.9,55,383,884,0.16,31,1.3,941
2019,1,1,12,30,10.8,59,457,923,0.16,22,0.9,940
2019,1,1,13,30,12.3,59,476,933,0.16,182,0.7,940
2019,1,1,14,30,13,58,435,912,0.16,340,0.6,939
2019,1,1,15,30,12.7,53,340,857,0.16,303,0.4,939
2019,1,1,16,30,10.9,43,202,730,0.16,270,0.4,939
2019,1,1,17,30,8.6,21,50,421,0.16,275,0.6,939
2019,1,1,18,30,6.9,0,0,0,0.16,298,0.8,940
2019,1,1,19,30,5.7,0,0,0,0.16,320,1,940
2019,1,1,20,30,4.5,0,0,0,0.16,338,1.3,940
2019,1,1,21,30,3.3,0,0,0,0.16,351,1.4,940
2019,1,1,22,30,2.1,0,0,0,0.16,181,1.5,940
2019,1,1,23,30,1.1,0,0,0,0.16,6,1.6,940
2019,1,1,24,30,0.7,0,0,0,0.16,6,1.6,940
2019,1,2,1,30,-0.2,0,0,0,0.16,6,1.7,940
2019,1,2,2,30,-0.6,0,0,0,0.16,7,1.8,940
2019,1,2,3,30,-0.9,0,0,0,0.16,9,2,939
2019,1,2,4,30,-1.2,0,0,0,0.16,9,2.1,939
2019,1,2,5,30,-1.4,0,0,0,0.16,7,2.3,938
2019,1,2,6,30,-1.8,0,0,0,0.16,7,2.3,938
2019,1,2,7,30,-2.1,0,0,0,0.16,7,2.5,938
2019,1,2,8,30,-1.3,0,0,0,0.16,9,3.1,938
2019,1,2,9,30,0.9,30,114,647,0.16,10,3.7,939
2019,1,2,10,30,3.7,46,46,0,0.16,13,3.5,939
2019,1,2,11,30,6.9,158,229,192,0.16,19,3.4,938
2019,1,2,12,30,9.5,55,467,953,0.16,21,3.3,938
2019,1,2,13,30,11.2,57,486,958,0.16,20,3.3,937
2019,1,2,14,30,12.1,55,441,930,0.16,20,3.2,936
2019,1,2,15,30,11.5,50,346,877,0.16,19,2.5,936
2019,1,2,16,30,8.5,41,208,759,0.16,16,1.7,936
2019,1,2,17,30,5.2,21,54,462,0.16,17,1.7,936
2019,1,2,18,30,3.6,0,0,0,0.16,23,1.9,937
2019,1,2,19,30,2.7,0,0,0,0.16,28,2.1,937
2019,1,2,20,30,1.8,0,0,0,0.16,30,2.1,937
2019,1,2,21,30,1,0,0,0,0.16,30,2.3,937
2019,1,2,22,30,0.4,0,0,0,0.16,32,2.6,937
2019,1,2,23,30,-0.2,0,0,0,0.16,35,2.9,937
2019,1,2,24,30,-0.4,0,0,0,0.16,37,3,937
2019,1,3,1,30,-1.1,0,0,0,0.16,42,3,937
2019,1,3,2,30,-1.5,0,0,0,0.16,45,2.9,937
2019,1,3,3,30,-1.6,0,0,0,0.16,45,3,937
2019,1,3,4,30,-1.8,0,0,0,0.16,43,3,937
2019,1,3,5,30,-1.9,0,0,0,0.16,43,2.7,937
2019,1,3,6,30,-1.9,0,0,0,0.16,44,2.4,937
2019,1,3,7,30,-1.9,0,0,0,0.16,45,2,937
2019,1,3,8,30,-0.7,0,0,0,0.16,46,2,938
2019,1,3,9,30,2.2,33,107,568,0.16,49,2.5,938
2019,1,3,10,30,5.1,35,35,0,0.16,62,2.4,938
2019,1,3,11,30,7.7,59,383,870,0.16,94,2,938
2019,1,3,12,30,9.6,65,458,907,0.16,126,1.9,938
2019,1,3,13,30,10.7,195,304,242,0.16,142,1.8,937
2019,1,3,14,30,10.8,183,259,183,0.16,148,1.5,937
2019,1,3,15,30,10,136,222,251,0.16,149,1,937
2019,1,3,16,30,8.8,84,127,194,0.16,143,0.6,937
2019,1,3,17,30,8,4,4,0,0.16,115,0.5,937
2019,1,3,18,30,6.9,0,0,0,0.16,76,0.6,938
2019,1,3,19,30,5.5,0,0,0,0.16,57,0.9,938
2019,1,3,20,30,3.9,0,0,0,0.16,54,1.2,938
2019,1,3,21,30,2.5,0,0,0,0.16,57,1.3,938
2019,1,3,22,30,1.4,0,0,0,0.16,62,1.3,938
2019,1,3,23,30,0.6,0,0,0,0.16,63,1.3,938
2019,1,3,24,30,0.2,0,0,0,0.16,62,1.3,938
2019,1,4,1,30,-0.6,0,0,0,0.16,55,1.2,938
2019,1,4,2,30,-1,0,0,0,0.16,52,1.2,939
2019,1,4,3,30,-1.4,0,0,0,0.16,47,1.2,939
2019,1,4,4,30,-1.6,0,0,0,0.16,42,1.2,938
2019,1,4,5,30,-1.7,0,0,0,0.16,39,1.3,938
2019,1,4,6,30,-1.7,0,0,0,0.16,37,1.3,938
2019,1,4,7,30,-1.7,0,0,0,0.16,35,1.3,938
2019,1,4,8,30,-0.4,0,0,0,0.16,30,1.3,938
2019,1,4,9,30,2.7,32,110,607,0.16,25,1.7,939
2019,1,4,10,30,5.6,87,87,0,0.16,20,2,939
2019,1,4,11,30,7.9,159,227,183,0.16,19,1.6,939
2019,1,4,12,30,9.9,58,475,957,0.16,28,1.2,939
2019,1,4,13,30,11.3,58,495,967,0.16,35,0.8,939
2019,1,4,14,30,11.6,56,454,950,0.16,27,0.6,939
2019,1,4,15,30,11.1,51,358,900,0.16,10,0.5,939
2019,1,4,16,30,9.7,41,218,788,0.16,172,0.5,939
2019,1,4,17,30,7.9,22,60,504,0.16,347,0.8,939
2019,1,4,18,30,6.2,0,0,0,0.16,176,1.1,940
2019,1,4,19,30,4.5,0,0,0,0.16,9,1.3,940
2019,1,4,20,30,3.1,0,0,0,0.16,21,1.5,940
2019,1,4,21,30,1.8,0,0,0,0.16,33,1.5,940
2019,1,4,22,30,0.6,0,0,0,0.16,40,1.5,941
2019,1,4,23,30,-0.4,0,0,0,0.16,43,1.5,941
2019,1,4,24,30,-0.8,0,0,0,0.16,43,1.5,941
2019,1,5,1,30,-1.5,0,0,0,0.16,41,1.6,941
2019,1,5,2,30,-1.8,0,0,0,0.16,39,1.6,941
2019,1,5,3,30,-1.9,0,0,0,0.16,37,1.6,941
2019,1,5,4,30,-2,0,0,0,0.16,34,1.6,941
2019,1,5,5,30,-2,0,0,0,0.16,31,1.5,941
2019,1,5,6,30,-1.9,0,0,0,0.16,28,1.5,941
2019,1,5,7,30,-1.7,0,0,0,0.16,26,1.4,941
2019,1,5,8,30,-0.2,0,0,0,0.16,24,1.4,942
2019,1,5,9,30,3.1,29,110,625,0.16,24,1.9,942
2019,1,5,10,30,6.2,50,50,0,0.16,22,2.3,943
2019,1,5,11,30,8.5,49,390,911,0.16,20,2.1,942
2019,1,5,12,30,10.7,52,467,949,0.16,21,1.9,942
2019,1,5,13,30,12.4,55,487,954,0.16,21,1.9,941
2019,1,5,14,30,13.1,53,448,937,0.16,15,1.7,941
2019,1,5,15,30,12.3,49,354,887,0.16,183,1.2,941
2019,1,5,16,30,9.9,42,216,764,0.16,348,1,940
2019,1,5,17,30,6.9,23,61,489,0.16,341,1.4,941
2019,1,5,18,30,4.4,0,0,0,0.16,343,1.6,941
2019,1,5,19,30,2.7,0,0,0,0.16,349,1.7,941
2019,1,5,20,30,1.7,0,0,0,0.16,353,1.9,941
2019,1,5,21,30,1.1,0,0,0,0.16,178,2.1,941
2019,1,5,22,30,0.6,0,0,0,0.16,4,2.2,941
2019,1,5,23,30,0.2,0,0,0,0.16,10,2.1,941
2019,1,5,24,30,0,0,0,0,0.16,13,2.1,941
2019,1,6,1,30,-0.6,0,0,0,0.16,16,2,941
2019,1,6,2,30,-1,0,0,0,0.16,16,2,941
2019,1,6,3,30,-1.3,0,0,0,0.16,13,2,941
2019,1,6,4,30,-1.5,0,0,0,0.16,10,2.1,940
2019,1,6,5,30,-1.6,0,0,0,0.16,8,2.1,940
2019,1,6,6,30,-1.6,0,0,0,0.16,8,2.2,940
2019,1,6,7,30,-1.6,0,0,0,0.16,9,2.3,940
2019,1,6,8,30,-0.2,0,0,0,0.16,11,2.7,940
2019,1,6,9,30,2.9,28,114,659,0.16,11,3.3,940
2019,1,6,10,30,5.9,48,48,0,0.16,8,3.5,941
2019,1,6,11,30,8.8,160,229,185,0.16,3,3.1,940
2019,1,6,12,30,11.7,50,478,975,0.16,9,3.2,940
2019,1,6,13,30,13.6,53,499,982,0.16,17,3.5,939
2019,1,6,14,30,13.9,51,460,965,0.16,16,3.3,939
2019,1,6,15,30,12.5,47,365,917,0.16,12,2.5,938
2019,1,6,16,30,8.8,39,225,809,0.16,6,1.9,938
2019,1,6,17,30,5,22,66,538,0.16,4,2,938
2019,1,6,18,30,3.2,0,0,0,0.16,4,2.4,939
2019,1,6,19,30,2.4,0,0,0,0.16,7,2.6,939
2019,1,6,20,30,1.6,0,0,0,0.16,12,2.7,939
2019,1,6,21,30,0.8,0,0,0,0.16,16,2.8,939
2019,1,6,22,30,0.3,0,0,0,0.16,19,3.1,939
2019,1,6,23,30,-0.3,0,0,0,0.16,20,3.4,939
2019,1,6,24,30,-0.6,0,0,0,0.16,20,3.5,939
2019,1,7,1,30,-1.4,0,0,0,0.16,20,3.5,939
2019,1,7,2,30,-1.6,0,0,0,0.16,20,3.4,939
2019,1,7,3,30,-1.7,0,0,0,0.16,19,3.2,939
2019,1,7,4,30,-1.8,0,0,0,0.16,17,2.9,938
2019,1,7,5,30,-1.9,0,0,0,0.16,16,2.7,938
2019,1,7,6,30,-1.9,0,0,0,0.16,15,2.6,938
2019,1,7,7,30,-2,0,0,0,0.16,14,2.5,938
2019,1,7,8,30,-0.6,0,0,0,0.16,14,3,938
2019,1,7,9,30,2.2,30,113,630,0.16,15,3.6,939
2019,1,7,10,30,5.3,46,46,0,0.16,14,3.6,939
2019,1,7,11,30,8.6,160,230,186,0.16,16,3.6,939
2019,1,7,12,30,11.4,58,475,949,0.16,21,3.8,938
2019,1,7,13,30,13,59,492,947,0.16,24,3.7,938
2019,1,7,14,30,13.5,58,453,929,0.16,24,3.5,937
2019,1,7,15,30,12.3,53,359,879,0.16,21,2.6,937
2019,1,7,16,30,9,43,219,756,0.16,20,1.7,937
2019,1,7,17,30,5.3,24,64,478,0.16,22,1.7,938
2019,1,7,18,30,3.6,0,0,0,0.16,26,1.8,938
2019,1,7,19,30,2.7,0,0,0,0.16,31,1.9,939
2019,1,7,20,30,1.8,0,0,0,0.16,35,1.9,939
2019,1,7,21,30,1.1,0,0,0,0.16,37,1.9,939
2019,1,7,22,30,0.4,0,0,0,0.16,36,1.8,940
2019,1,7,23,30,-0.1,0,0,0,0.16,34,1.8,940
2019,1,7,24,30,-0.4,0,0,0,0.16,33,1.8,939
2019,1,8,1,30,-1.1,0,0,0,0.16,34,1.9,939
2019,1,8,2,30,-1.4,0,0,0,0.16,34,1.9,940
2019,1,8,3,30,-1.7,0,0,0,0.16,34,2,939
2019,1,8,4,30,-1.9,0,0,0,0.16,34,2,939
2019,1,8,5,30,-2.1,0,0,0,0.16,34,2,939
2019,1,8,6,30,-2.2,0,0,0,0.16,35,1.8,939
2019,1,8,7,30,-2.3,0,0,0,0.16,35,1.7,939
2019,1,8,8,30,-1,0,0,0,0.16,33,1.9,939
2019,1,8,9,30,1.9,32,109,588,0.16,28,2.5,940
2019,1,8,10,30,4.9,53,53,0,0.16,25,2.6,940
2019,1,8,11,30,7.8,161,234,195,0.16,26,2.5,939
2019,1,8,12,30,10.2,59,466,924,0.16,24,2.5,939
2019,1,8,13,30,11.9,59,488,935,0.16,19,2.6,938
2019,1,8,14,30,12.8,57,450,917,0.16,16,2.7,937
2019,1,8,15,30,12.1,53,355,860,0.16,12,2.1,937
2019,1,8,16,30,9.2,43,218,742,0.16,5,1.4,936
2019,1,8,17,30,5.8,24,65,468,0.16,180,1.6,936
2019,1,8,18,30,4.1,0,0,0,0.16,359,1.9,936
2019,1,8,19,30,3.4,0,0,0,0.16,181,2.2,936
2019,1,8,20,30,2.9,0,0,0,0.16,4,2.4,936
2019,1,8,21,30,2.4,0,0,0,0.16,8,2.6,937
2019,1,8,22,30,2,0,0,0,0.16,10,2.7,936
2019,1,8,23,30,1.4,0,0,0,0.16,12,2.7,936
2019,1,8,24,30,1.1,0,0,0,0.16,12,2.6,936
2019,1,9,1,30,0.4,0,0,0,0.16,9,2.7,935
2019,1,9,2,30,0,0,0,0,0.16,7,2.8,935
2019,1,9,3,30,-0.4,0,0,0,0.16,5,2.9,935
2019,1,9,4,30,-0.7,0,0,0,0.16,3,2.8,934
2019,1,9,5,30,-1,0,0,0,0.16,181,2.6,934
2019,1,9,6,30,-1,0,0,0,0.16,359,2.5,934
2019,1,9,7,30,-0.9,0,0,0,0.16,358,2.5,934
2019,1,9,8,30,0.7,0,0,0,0.16,358,2.9,934
2019,1,9,9,30,3.8,31,107,573,0.16,180,3.7,934
2019,1,9,10,30,6.8,97,99,5,0.16,6,4.7,934
2019,1,9,11,30,9.3,53,384,873,0.16,9,5.1,933
2019,1,9,12,30,11.1,56,464,920,0.16,6,4.9,932
2019,1,9,13,30,12.3,200,319,257,0.16,181,4.7,931
2019,1,9,14,30,12.6,55,449,914,0.16,359,4.7,930
2019,1,9,15,30,12,150,213,178,0.16,180,4.6,930
2019,1,9,16,30,9.8,67,180,476,0.16,2,3.7,929
2019,1,9,17,30,6.5,29,29,0,0.16,3,2.8,929
2019,1,9,18,30,4.4,0,0,0,0.16,6,2.8,930
2019,1,9,19,30,3.5,0,0,0,0.16,9,3,930
2019,1,9,20,30,2.6,0,0,0,0.16,12,3.2,930
2019,1,9,21,30,1.6,0,0,0,0.16,14,3.1,930
2019,1,9,22,30,0.7,0,0,0,0.16,13,2.8,930
2019,1,9,23,30,-0.2,0,0,0,0.16,10,2.5,930
2019,1,9,24,30,-0.5,0,0,0,0.16,9,2.4,930
2019,1,10,1,30,-1.2,0,0,0,0.16,7,2.4,930
2019,1,10,2,30,-1.6,0,0,0,0.16,7,2.3,930
2019,1,10,3,30,-1.9,0,0,0,0.16,5,2.3,930
2019,1,10,4,30,-2.1,0,0,0,0.16,4,2.4,929
2019,1,10,5,30,-2.2,0,0,0,0.16,5,2.6,929
2019,1,10,6,30,-2.3,0,0,0,0.16,7,2.6,929
2019,1,10,7,30,-2.4,0,0,0,0.16,10,2.6,929
2019,1,10,8,30,-1.2,0,0,0,0.16,14,3,930
2019,1,10,9,30,1.3,33,111,585,0.16,21,4,930
2019,1,10,10,30,3.8,76,76,0,0.16,32,5,931
2019,1,10,11,30,5.7,163,233,183,0.16,37,5.5,931
2019,1,10,12,30,6.9,180,329,335,0.16,38,5.4,931
2019,1,10,13,30,7.6,57,497,950,0.16,36,5,930
2019,1,10,14,30,7.8,54,463,944,0.16,33,4.6,930
2019,1,10,15,30,7.3,50,370,897,0.16,29,4.1,930
2019,1,10,16,30,5.2,43,232,783,0.16,25,2.9,930
2019,1,10,17,30,2,25,73,517,0.16,21,2,930
2019,1,10,18,30,0.3,0,0,0,0.16,18,2.1,930
2019,1,10,19,30,-0.3,0,0,0,0.16,19,2.3,931
2019,1,10,20,30,-1.1,0,0,0,0.16,19,2.4,931
2019,1,10,21,30,-1.8,0,0,0,0.16,19,2.4,932
2019,1,10,22,30,-2.3,0,0,0,0.16,18,2.5,932
2019,1,10,23,30,-2.6,0,0,0,0.16,18,2.6,932
2019,1,10,24,30,-2.8,0,0,0,0.16,18,2.7,932
2019,1,11,1,30,-2.9,0,0,0,0.15,18,2.9,933
2019,1,11,2,30,-2.9,0,0,0,0.15,17,3,933
2019,1,11,3,30,-2.8,0,0,0,0.15,16,3,933
2019,1,11,4,30,-2.7,0,0,0,0.15,12,3.1,933
2019,1,11,5,30,-2.6,0,0,0,0.15,9,3.1,933
2019,1,11,6,30,-2.6,0,0,0,0.15,8,3.2,933
2019,1,11,7,30,-2.5,0,0,0,0.15,7,3.2,933
2019,1,11,8,30,-1.4,0,0,0,0.15,7,3.6,934
2019,1,11,9,30,0.8,30,111,608,0.15,13,4.5,934
2019,1,11,10,30,3,61,61,0,0.15,24,5,935
2019,1,11,11,30,4.7,50,391,891,0.15,31,5,935
2019,1,11,12,30,6.1,178,335,351,0.15,33,4.7,935
2019,1,11,13,30,7.1,56,493,938,0.15,33,4.3,935
2019,1,11,14,30,7.4,54,454,917,0.15,31,4.1,935
2019,1,11,15,30,7.1,50,363,868,0.15,28,3.6,935
2019,1,11,16,30,5.1,42,228,763,0.15,24,2.4,935
2019,1,11,17,30,2,25,73,507,0.15,20,1.7,935
2019,1,11,18,30,0.5,0,0,0,0.15,20,1.8,936
2019,1,11,19,30,0,0,0,0,0.15,20,2,936
2019,1,11,20,30,-0.6,0,0,0,0.15,19,2.1,937
2019,1,11,21,30,-1.1,0,0,0,0.15,18,2,937
2019,1,11,22,30,-1.5,0,0,0,0.15,17,2,937
2019,1,11,23,30,-1.7,0,0,0,0.15,17,1.9,937
2019,1,11,24,30,-1.8,0,0,0,0.15,17,1.9,937
2019,1,12,1,30,-2,0,0,0,0.16,17,1.9,938
2019,1,12,2,30,-2.1,0,0,0,0.16,17,2,938
2019,1,12,3,30,-2.1,0,0,0,0.16,17,2,938
2019,1,12,4,30,-2.1,0,0,0,0.16,16,2,938
2019,1,12,5,30,-2.2,0,0,0,0.16,17,1.9,938
2019,1,12,6,30,-2.2,0,0,0,0.16,18,1.9,938
2019,1,12,7,30,-2,0,0,0,0.16,18,1.8,938
2019,1,12,8,30,-0.5,0,0,0,0.16,17,2.2,938
2019,1,12,9,30,2,20,20,0,0.16,17,2.7,939
2019,1,12,10,30,4.3,55,55,0,0.16,25,2.9,939
2019,1,12,11,30,6.4,61,390,858,0.16,32,2.7,939
2019,1,12,12,30,8,64,473,908,0.16,29,2.4,938
2019,1,12,13,30,9.1,64,496,921,0.16,19,2.2,938
2019,1,12,14,30,9.6,62,460,907,0.16,11,2.3,937
2019,1,12,15,30,9.2,56,368,858,0.16,6,2.1,937
2019,1,12,16,30,7,47,233,756,0.16,182,1.5,937
2019,1,12,17,30,3.7,27,76,499,0.16,359,1.3,938
2019,1,12,18,30,1.8,0,0,0,0.16,179,1.4,938
2019,1,12,19,30,0.8,0,0,0,0.16,3,1.5,938
2019,1,12,20,30,0.2,0,0,0,0.16,7,1.7,939
2019,1,12,21,30,-0.3,0,0,0,0.16,13,1.7,939
2019,1,12,22,30,-0.7,0,0,0,0.16,17,1.7,938
2019,1,12,23,30,-0.9,0,0,0,0.16,19,1.8,938
2019,1,12,24,30,-0.9,0,0,0,0.16,18,1.9,938
2019,1,13,1,30,-1.2,0,0,0,0.16,17,2,938
2019,1,13,2,30,-1.6,0,0,0,0.16,13,1.9,938
2019,1,13,3,30,-1.9,0,0,0,0.16,9,1.9,938
2019,1,13,4,30,-2.2,0,0,0,0.16,7,2,938
2019,1,13,5,30,-2.4,0,0,0,0.16,6,2.1,938
2019,1,13,6,30,-2.5,0,0,0,0.16,5,2.1,938
2019,1,13,7,30,-2.5,0,0,0,0.16,6,2,938
2019,1,13,8,30,-0.9,0,0,0,0.16,6,2.5,938
2019,1,13,9,30,1.9,20,20,0,0.16,6,3,938
2019,1,13,10,30,4.7,53,53,0,0.16,9,3,938
2019,1,13,11,30,7.4,55,393,875,0.16,12,2.8,938
2019,1,13,12,30,9.5,58,472,916,0.16,10,2.8,937
2019,1,13,13,30,10.9,60,493,921,0.16,6,2.9,937
2019,1,13,14,30,11.5,58,456,900,0.16,5,2.9,936
2019,1,13,15,30,11.1,54,366,852,0.16,2,2.4,936
2019,1,13,16,30,8.7,45,231,744,0.16,178,1.6,936
2019,1,13,17,30,5.3,27,77,497,0.16,355,1.4,936
2019,1,13,18,30,3.6,0,0,0,0.16,357,1.6,936
2019,1,13,19,30,3,0,0,0,0.16,180,1.9,936
2019,1,13,20,30,2.6,0,0,0,0.16,3,2,936
2019,1,13,21,30,2.2,0,0,0,0.16,5,2,936
2019,1,13,22,30,1.7,0,0,0,0.16,5,1.9,935
2019,1,13,23,30,1.3,0,0,0,0.16,4,1.8,935
2019,1,13,24,30,1.1,0,0,0,0.16,4,1.7,935
2019,1,14,1,30,0.7,0,0,0,0.16,3,1.7,935
2019,1,14,2,30,0.4,0,0,0,0.16,3,1.8,935
2019,1,14,3,30,0.2,0,0,0,0.16,4,1.9,934
2019,1,14,4,30,0,0,0,0,0.16,6,1.9,934
2019,1,14,5,30,-0.2,0,0,0,0.16,8,2,934
2019,1,14,6,30,-0.4,0,0,0,0.16,10,2,934
2019,1,14,7,30,-0.6,0,0,0,0.16,11,1.9,933
2019,1,14,8,30,0.7,0,0,0,0.16,12,2.5,934
2019,1,14,9,30,3.5,33,113,589,0.16,12,3.1,934
2019,1,14,10,30,6.5,46,46,0,0.16,11,3,934
2019,1,14,11,30,9.6,168,215,121,0.16,10,3,934
2019,1,14,12,30,12.1,58,478,925,0.16,7,2.9,933
2019,1,14,13,30,13.8,58,501,936,0.16,4,2.7,932
2019,1,14,14,30,14.5,56,466,921,0.16,5,2.4,932
2019,1,14,15,30,14,52,375,876,0.16,6,1.8,932
2019,1,14,16,30,11.4,45,241,775,0.16,6,1.3,932
2019,1,14,17,30,7.8,27,83,531,0.16,8,1.4,932
2019,1,14,18,30,5.4,0,0,0,0.16,12,1.5,932
2019,1,14,19,30,4.2,0,0,0,0.16,16,1.6,932
2019,1,14,20,30,3.3,0,0,0,0.16,22,1.7,932
2019,1,14,21,30,2.6,0,0,0,0.16,29,1.8,932
2019,1,14,22,30,2.2,0,0,0,0.16,36,1.9,932
2019,1,14,23,30,1.8,0,0,0,0.16,41,1.9,932
2019,1,14,24,30,1.6,0,0,0,0.16,43,1.9,932
2019,1,15,1,30,1.4,0,0,0,0.16,43,2,932
2019,1,15,2,30,1.4,0,0,0,0.16,41,2.1,932
2019,1,15,3,30,1.5,0,0,0,0.16,38,2.5,931
2019,1,15,4,30,1.5,0,0,0,0.16,36,2.7,931
2019,1,15,5,30,1.2,0,0,0,0.16,36,2.8,931
2019,1,15,6,30,0.8,0,0,0,0.16,38,2.7,931
2019,1,15,7,30,0.6,0,0,0,0.16,43,2.6,931
2019,1,15,8,30,1.4,0,0,0,0.16,47,2.7,931
2019,1,15,9,30,3.4,34,117,599,0.16,52,2.8,931
2019,1,15,10,30,5.8,43,43,0,0.16,60,2.6,931
2019,1,15,11,30,8.1,167,244,197,0.16,75,2,931
2019,1,15,12,30,10,62,486,929,0.16,95,1.3,930
2019,1,15,13,30,11.6,62,511,942,0.16,129,1.1,930
2019,1,15,14,30,12.4,60,475,927,0.16,167,1.2,929
2019,1,15,15,30,12.2,56,381,873,0.16,188,1.1,929
2019,1,15,16,30,10.5,47,244,767,0.16,203,0.8,929
2019,1,15,17,30,8.5,29,85,518,0.16,218,0.7,929
2019,1,15,18,30,7.6,0,0,0,0.16,236,0.7,929
2019,1,15,19,30,7.3,0,0,0,0.16,254,0.6,929
2019,1,15,20,30,7.1,0,0,0,0.16,266,0.5,930
2019,1,15,21,30,6.7,0,0,0,0.16,271,0.4,930
2019,1,15,22,30,6.2,0,0,0,0.16,254,0.2,930
2019,1,15,23,30,5.7,0,0,0,0.16,187,0.1,930
2019,1,15,24,30,5.4,0,0,0,0.16,137,0.2,930
2019,1,16,1,30,4.5,0,0,0,0.16,145,0.3,929
2019,1,16,2,30,4,0,0,0,0.16,154,0.4,929
2019,1,16,3,30,3.4,0,0,0,0.16,164,0.4,929
2019,1,16,4,30,3,0,0,0,0.16,174,0.4,929
2019,1,16,5,30,2.5,0,0,0,0.16,175,0.4,928
2019,1,16,6,30,2,0,0,0,0.16,173,0.5,928
2019,1,16,7,30,1.5,0,0,0,0.16,174,0.5,928
2019,1,16,8,30,1.7,0,0,0,0.16,180,0.4,928
2019,1,16,9,30,3,37,111,529,0.16,186,0.5,928
2019,1,16,10,30,5.3,57,57,0,0.16,211,1.1,929
2019,1,16,11,30,7.9,169,242,185,0.16,233,2,928
2019,1,16,12,30,9.8,72,476,881,0.16,235,2.6,928
2019,1,16,13,30,10.7,214,322,226,0.16,236,2.8,927
2019,1,16,14,30,11.1,199,298,221,0.16,237,2.9,927
2019,1,16,15,30,10.7,66,375,823,0.16,238,2.6,926
2019,1,16,16,30,8.6,56,238,702,0.16,236,1.8,926
2019,1,16,17,30,5.5,34,83,444,0.16,239,1.3,926
2019,1,16,18,30,3.6,0,0,0,0.16,249,1.4,926
2019,1,16,19,30,2.5,0,0,0,0.16,264,1.3,927
2019,1,16,20,30,1.4,0,0,0,0.16,281,1.1,927
2019,1,16,21,30,0.8,0,0,0,0.16,298,1,927
2019,1,16,22,30,0.6,0,0,0,0.16,314,1,927
2019,1,16,23,30,0.5,0,0,0,0.16,328,1,927
2019,1,16,24,30,0.4,0,0,0,0.16,335,1,927
2019,1,17,1,30,-0.1,0,0,0,0.16,348,1,927
2019,1,17,2,30,-0.2,0,0,0,0.16,356,1,927
2019,1,17,3,30,-0.3,0,0,0,0.16,183,1,927
2019,1,17,4,30,-0.5,0,0,0,0.16,7,1,927
2019,1,17,5,30,-0.7,0,0,0,0.16,11,0.9,927
2019,1,17,6,30,-0.7,0,0,0,0.16,16,0.9,927
2019,1,17,7,30,-0.6,0,0,0,0.16,20,0.9,927
2019,1,17,8,30,0.5,0,0,0,0.16,21,1.1,928
2019,1,17,9,30,2.5,7,7,0,0.16,22,1.9,928
2019,1,17,10,30,4.7,18,18,0,0.16,24,2.8,929
2019,1,17,11,30,6.5,29,29,0,0.16,27,3.2,929
2019,1,17,12,30,7.7,37,37,0,0.16,27,3.2,928
2019,1,17,13,30,8.3,147,147,0,0.16,25,3.1,928
2019,1,17,14,30,8.7,162,167,11,0.16,21,3.1,927
2019,1,17,15,30,8.6,100,100,0,0.16,18,3,927
2019,1,17,16,30,6.9,16,16,0,0.16,14,2.2,927
2019,1,17,17,30,3.9,6,6,0,0.16,9,1.5,928
2019,1,17,18,30,2,0,0,0,0.16,6,1.6,928
2019,1,17,19,30,1.3,0,0,0,0.16,7,1.8,928
2019,1,17,20,30,0.6,0,0,0,0.16,8,1.9,929
2019,1,17,21,30,0.1,0,0,0,0.16,9,2.1,929
2019,1,17,22,30,-0.3,0,0,0,0.16,12,2.3,930
2019,1,17,23,30,-0.8,0,0,0,0.16,18,2.2,930
2019,1,17,24,30,-1,0,0,0,0.16,22,2.1,930
2019,1,18,1,30,-1.8,0,0,0,0.16,29,1.7,930
2019,1,18,2,30,-2.3,0,0,0,0.16,29,1.6,930
2019,1,18,3,30,-2.7,0,0,0,0.16,29,1.5,930
2019,1,18,4,30,-3,0,0,0,0.16,28,1.4,929
2019,1,18,5,30,-3,0,0,0,0.16,24,1.2,929
2019,1,18,6,30,-2.8,0,0,0,0.16,21,1.1,929
2019,1,18,7,30,-2.4,0,0,0,0.16,15,1,929
2019,1,18,8,30,-0.9,0,0,0,0.16,13,0.9,929
2019,1,18,9,30,1.1,6,6,0,0.16,13,0.9,929
2019,1,18,10,30,2.6,11,11,0,0.16,130,0.8,930
2019,1,18,11,30,4.5,94,94,0,0.16,249,1.3,929
