datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2],synthetic global irradiance [W/m^2],synthetic diffuse irradiance [W/m^2],clear sky irradiance [W/m^2]
2015-01-01 00:00:00+01:00,-1.9,973.0,338.0,3.6,7.0,93.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:15:00+01:00,-1.9,973.0,338.0,3.6,7.0,93.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:30:00+01:00,-1.9,973.0,298.6,3.7,7.1,92.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:45:00+01:00,-2.0,973.0,214.1,3.8,7.4,92.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:00:00+01:00,-2.0,973.0,129.6,3.9,7.6,92.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:15:00+01:00,-2.1,973.0,45.1,4.0,7.9,92.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:30:00+01:00,-2.1,973.0,40.5,4.1,8.0,92.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:45:00+01:00,-2.2,973.0,127.2,4.2,8.0,92.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:00:00+01:00,-2.3,973.0,214.0,4.3,8.0,92.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:15:00+01:00,-2.4,973.0,300.7,4.4,8.0,92.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:30:00+01:00,-2.4,973.0,347.5,4.4,7.9,93.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:45:00+01:00,-2.4,973.0,348.5,4.4,7.6,93.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:00:00+01:00,-2.4,973.0,349.5,4.3,7.4,93.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:15:00+01:00,-2.4,973.0,350.5,4.3,7.1,93.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:30:00+01:00,-2.4,973.0,350.9,4.3,7.0,94.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:45:00+01:00,-2.4,973.0,350.6,4.3,7.0,94.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:00:00+01:00,-2.5,973.0,350.4,4.3,7.0,94.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:15:00+01:00,-2.5,973.0,350.1,4.3,7.0,94.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:30:00+01:00,-2.5,973.0,309.9,4.3,7.0,94.0,0.0,0.0,0.0,0.0,0.0
