datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2],synthetic global irradiance [W/m^2],synthetic diffuse irradiance [W/m^2],clear sky irradiance [W/m^2]
2015-01-01 00:00:00+01:00,3.8,924.0,210.0,5.3,7.0,93.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:15:00+01:00,3.8,924.0,210.0,5.3,7.0,93.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:30:00+01:00,3.6,924.0,209.7,5.3,7.0,93.2,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:45:00+01:00,3.3,924.0,208.9,5.2,7.0,93.7,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:00:00+01:00,2.9,924.0,208.1,5.1,7.0,94.2,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:15:00+01:00,2.6,924.0,207.4,5.0,7.0,94.7,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:30:00+01:00,2.2,924.0,206.3,4.9,7.0,95.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:45:00+01:00,1.9,924.0,204.8,4.7,7.0,96.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:00:00+01:00,1.6,924.0,203.3,4.6,7.0,96.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:15:00+01:00,1.3,924.0,201.8,4.4,7.0,97.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:30:00+01:00,1.1,924.0,202.5,4.2,7.0,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:45:00+01:00,1.1,924.0,205.8,4.1,7.0,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:00:00+01:00,1.1,924.0,209.0,4.0,7.0,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:15:00+01:00,1.1,924.0,212.3,3.9,7.0,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:30:00+01:00,1.1,924.0,214.0,3.8,7.1,98.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:45:00+01:00,1.1,924.0,214.0,3.7,7.4,98.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:00:00+01:00,1.0,924.0,214.0,3.7,7.6,98.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:15:00+01:00,1.0,924.0,214.0,3.6,7.9,98.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:30:00+01:00,1.0,924.0,223.5,3.4,8.0,98.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:45:00+01:00,1.0,924.0,243.7,3.1,8.0,98.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:00:00+01:00,1.1,924.0,263.9,2.7,8.0,98.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:15:00+01:00,1.1,924.0,284.2,2.4,8.0,98.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:30:00+01:00,1.1,924.0,280.3,2.5,7.9,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:45:00+01:00,1.0,924.0,248.8,3.0,7.6,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:00:00+01:00,1.0,924.0,217.3,3.6,7.4,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:15:00+01:00,0.9,924.0,185.8,4.2,7.1,98.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:30:00+01:00,0.9,924.1,181.6,4.4,7.1,98.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:45:00+01:00,0.8,924.4,208.6,4.2,7.4,98.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:00:00+01:00,0.7,924.6,235.6,4.0,7.6,98.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:15:00+01:00,0.6,924.9,262.6,3.8,7.9,98.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:30:00+01:00,0.6,925.0,276.4,3.7,7.7,99.0,0.2,1.7,0.0,0.0,0.0
2015-01-01 07:45:00+01:00,0.7,925.0,275.2,3.8,6.9,99.0,0.7,5.5,0.0,0.0,0.0
2015-01-01 08:00:00+01:00,0.7,925.0,273.9,3.8,6.1,99.0,1.2,9.3,0.8,0.0,0.0
2015-01-01 08:15:00+01:00,0.8,925.0,272.7,3.9,5.4,99.0,1.7,13.0,2.6,2.2,4.6
2015-01-01 08:30:00+01:00,0.8,925.1,271.1,3.9,4.9,98.4,7.6,23.2,19.6,10.7,27.2
2015-01-01 08:45:00+01:00,0.9,925.4,269.1,3.8,4.6,97.2,19.6,40.7,45.0,21.4,53.8
2015-01-01 09:00:00+01:00,1.0,925.6,267.1,3.7,4.4,95.9,31.6,58.2,88.3,32.7,81.0
2015-01-01 09:15:00+01:00,1.1,925.9,265.1,3.6,4.1,94.7,43.6,75.7,121.7,40.5,107.9
2015-01-01 09:30:00+01:00,1.1,926.1,258.2,3.2,4.0,93.5,50.6,91.3,151.0,67.3,133.9
2015-01-01 09:45:00+01:00,1.1,926.4,245.7,2.7,4.0,92.5,51.8,104.8,179.0,73.5,158.7
2015-01-01 10:00:00+01:00,1.1,926.6,233.2,2.1,4.0,91.5,53.1,118.3,207.1,76.7,181.9
2015-01-01 10:15:00+01:00,1.1,926.9,220.7,1.6,4.0,90.5,54.3,131.8,192.2,55.1,203.4
2015-01-01 10:30:00+01:00,1.2,927.0,219.1,1.6,4.2,90.0,55.6,143.1,189.2,88.4,222.8
2015-01-01 10:45:00+01:00,1.3,927.0,230.1,2.1,4.7,90.0,56.8,151.8,187.6,104.6,240.0
2015-01-01 11:00:00+01:00,1.4,927.0,241.1,2.7,5.2,90.0,58.1,160.6,220.0,105.2,254.9
2015-01-01 11:15:00+01:00,1.5,927.0,252.1,3.2,5.7,90.0,59.3,169.3,231.6,102.8,267.4
2015-01-01 11:30:00+01:00,1.7,927.0,254.9,3.4,6.0,89.2,67.8,174.9,238.8,110.4,277.2
2015-01-01 11:45:00+01:00,1.8,927.0,248.1,3.1,6.0,87.4,84.6,176.9,245.6,104.9,284.4
2015-01-01 12:00:00+01:00,1.9,927.0,241.3,2.9,6.0,85.7,101.3,178.9,276.6,122.6,288.9
2015-01-01 12:15:00+01:00,2.0,927.0,234.6,2.6,6.0,83.9,118.1,180.9,330.2,137.8,290.6
2015-01-01 12:30:00+01:00,2.1,927.0,236.4,2.6,5.9,82.1,122.1,180.7,228.2,139.6,289.5
2015-01-01 12:45:00+01:00,2.2,927.0,247.9,2.8,5.6,80.1,111.6,178.0,401.1,155.6,285.7
2015-01-01 13:00:00+01:00,2.3,927.0,259.4,3.0,5.4,78.1,101.1,175.2,273.6,88.1,279.2
2015-01-01 13:15:00+01:00,2.4,927.0,270.9,3.2,5.1,76.1,90.6,172.5,262.5,69.0,269.9
2015-01-01 13:30:00+01:00,2.4,926.9,281.3,3.3,5.1,75.3,78.3,163.2,251.0,71.1,258.1
2015-01-01 13:45:00+01:00,2.3,926.6,290.6,3.3,5.4,76.1,64.1,146.4,236.9,70.1,243.8
2015-01-01 14:00:00+01:00,2.2,926.4,299.8,3.3,5.6,76.9,49.9,129.7,218.4,73.6,227.1
2015-01-01 14:15:00+01:00,2.1,926.1,309.1,3.3,5.9,77.6,35.6,112.9,110.0,92.5,208.1
2015-01-01 14:30:00+01:00,2.1,926.1,317.0,3.3,5.9,78.2,25.2,97.3,121.5,91.7,187.2
2015-01-01 14:45:00+01:00,2.2,926.4,323.5,3.3,5.6,78.7,19.2,83.1,78.1,71.8,164.3
2015-01-01 15:00:00+01:00,2.2,926.6,330.0,3.2,5.4,79.2,13.2,68.9,56.1,53.1,139.9
2015-01-01 15:15:00+01:00,2.3,926.9,336.5,3.2,5.1,79.7,7.2,54.6,64.4,43.3,114.1
2015-01-01 15:30:00+01:00,2.2,927.0,321.8,3.1,4.8,80.0,3.5,41.5,55.8,44.2,87.4
2015-01-01 15:45:00+01:00,1.9,927.0,282.8,2.8,4.3,80.0,2.5,29.8,27.7,25.4,60.3
2015-01-01 16:00:00+01:00,1.6,927.0,243.8,2.6,3.8,80.0,1.5,18.0,0.0,0.0,33.4
2015-01-01 16:15:00+01:00,1.3,927.0,204.8,2.3,3.3,80.0,0.5,6.3,0.0,0.0,8.7
2015-01-01 16:30:00+01:00,1.1,927.0,184.6,2.2,3.0,80.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 16:45:00+01:00,1.0,927.0,185.8,2.2,3.0,81.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 17:00:00+01:00,0.8,927.0,187.1,2.3,3.0,83.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 17:15:00+01:00,0.7,927.0,188.3,2.3,3.0,84.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 17:30:00+01:00,0.5,927.1,191.6,2.4,3.2,85.5,0.0,0.0,0.0,0.0,0.0
2015-01-01 17:45:00+01:00,0.4,927.4,197.1,2.5,3.7,86.5,0.0,0.0,0.0,0.0,0.0
2015-01-01 18:00:00+01:00,0.2,927.6,202.6,2.6,4.2,87.5,0.0,0.0,0.0,0.0,0.0
2015-01-01 18:15:00+01:00,0.1,927.9,208.1,2.7,4.7,88.5,0.0,0.0,0.0,0.0,0.0
2015-01-01 18:30:00+01:00,0.0,928.0,210.1,2.8,5.1,89.5,0.0,0.0,0.0,0.0,0.0
