datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2]
2045-01-01 00:00:00+01:00,3.0,984,240,5.0,8,95,0,0
2045-01-01 01:00:00+01:00,3.0,984,246,4.9,8,94,0,0
2045-01-01 02:00:00+01:00,3.0,984,251,5.2,8,92,0,0
2045-01-01 03:00:00+01:00,2.8,985,251,5.3,8,92,0,0
2045-01-01 04:00:00+01:00,2.6,985,251,5.5,8,92,0,0
2045-01-01 05:00:00+01:00,2.6,985,250,5.3,8,90,0,0
2045-01-01 06:00:00+01:00,2.0,985,260,5.5,8,93,0,0
2045-01-01 07:00:00+01:00,2.5,985,260,6.6,8,93,0,0
2045-01-01 08:00:00+01:00,2.3,986,270,7.2,7,91,3,8
2045-01-01 09:00:00+01:00,2.7,986,270,8.0,7,88,2,32
2045-01-01 10:00:00+01:00,3.0,987,270,8.6,6,85,15,72
2045-01-01 11:00:00+01:00,2.9,987,270,7.9,7,81,8,85
2045-01-01 12:00:00+01:00,3.0,988,270,7.0,4,75,48,103
2045-01-01 13:00:00+01:00,3.2,988,260,8.7,3,70,72,85
2045-01-01 14:00:00+01:00,2.8,988,260,7.4,6,67,7,58
2045-01-01 15:00:00+01:00,2.5,988,260,8.6,6,65,0,11
2045-01-01 16:00:00+01:00,2.1,989,260,8.7,4,63,0,0
2045-01-01 17:00:00+01:00,1.2,989,250,7.7,3,64,0,0
2045-01-01 18:00:00+01:00,1.2,989,260,8.2,1,67,0,0
2045-01-01 19:00:00+01:00,0.1,989,240,6.1,3,73,0,0
2045-01-01 20:00:00+01:00,-0.1,989,250,5.5,6,84,0,0
2045-01-01 21:00:00+01:00,0.2,989,250,5.0,7,88,0,0
2045-01-01 22:00:00+01:00,0.0,989,240,4.7,7,88,0,0
2045-01-01 23:00:00+01:00,-0.2,989,240,4.7,6,91,0,0
2045-01-02 00:00:00+01:00,-0.1,989,250,5.0,6,90,0,0
2045-01-02 01:00:00+01:00,-0.1,989,240,3.5,7,88,0,0
2045-01-02 02:00:00+01:00,0.0,989,240,4.0,7,88,0,0
2045-01-02 03:00:00+01:00,0.1,989,260,2.9,7,89,0,0
2045-01-02 04:00:00+01:00,0.0,989,230,2.7,5,89,0,0
2045-01-02 05:00:00+01:00,-0.1,989,190,1.8,5,88,0,0
2045-01-02 06:00:00+01:00,-0.3,989,180,1.9,6,90,0,0
2045-01-02 07:00:00+01:00,-0.2,989,260,2.2,7,94,0,0
2045-01-02 08:00:00+01:00,0.0,990,260,2.5,7,95,0,2
2045-01-02 09:00:00+01:00,0.1,990,280,1.0,6,96,8,27
2045-01-02 10:00:00+01:00,0.3,991,280,3.3,7,96,4,52
2045-01-02 11:00:00+01:00,0.3,992,310,4.2,4,97,20,68
2045-01-02 12:00:00+01:00,0.1,994,290,5.1,7,97,0,38
2045-01-02 13:00:00+01:00,-0.2,996,300,4.8,8,96,0,22
2045-01-02 14:00:00+01:00,-0.4,997,290,4.7,8,96,0,13
2045-01-02 15:00:00+01:00,-0.5,999,300,4.4,8,96,0,9
2045-01-02 16:00:00+01:00,-0.4,1000,320,4.1,7,94,0,0
2045-01-02 17:00:00+01:00,-1.0,1002,310,3.6,7,93,0,0
2045-01-02 18:00:00+01:00,-1.4,1003,310,4.0,7,91,0,0
2045-01-02 19:00:00+01:00,-1.3,1005,320,3.4,6,90,0,0
2045-01-02 20:00:00+01:00,-1.7,1007,320,4.0,6,88,0,0
2045-01-02 21:00:00+01:00,-2.1,1008,320,3.1,6,87,0,0
2045-01-02 22:00:00+01:00,-2.1,1010,300,3.1,6,88,0,0
2045-01-02 23:00:00+01:00,-3.0,1011,310,3.1,4,89,0,0
2045-01-03 00:00:00+01:00,-1.3,1013,310,2.8,5,90,0,0
2045-01-03 01:00:00+01:00,-0.9,1014,310,3.4,6,90,0,0
2045-01-03 02:00:00+01:00,-0.5,1015,320,3.4,8,91,0,0
2045-01-03 03:00:00+01:00,-0.3,1016,320,3.6,7,90,0,0
2045-01-03 04:00:00+01:00,-0.9,1017,310,3.5,7,90,0,0
2045-01-03 05:00:00+01:00,-0.6,1018,310,3.8,6,92,0,0
2045-01-03 06:00:00+01:00,-0.2,1018,330,3.4,6,94,0,0
2045-01-03 07:00:00+01:00,-0.1,1020,350,2.5,7,95,0,0
2045-01-03 08:00:00+01:00,-0.1,1021,340,3.2,6,95,4,8
2045-01-03 09:00:00+01:00,-1.5,1022,350,2.9,3,93,82,16
2045-01-03 10:00:00+01:00,-1.8,1024,340,2.7,1,91,127,26
2045-01-03 11:00:00+01:00,-1.0,1025,360,3.1,0,87,132,49
2045-01-03 12:00:00+01:00,0.4,1025,11,1.2,0,79,161,41
2045-01-03 13:00:00+01:00,-0.3,1026,357,2.3,0,76,91,63
2045-01-03 14:00:00+01:00,-1.2,1026,358,2.7,0,79,79,40
2045-01-03 15:00:00+01:00,-1.6,1026,320,3.2,2,81,1,23
2045-01-03 16:00:00+01:00,-2.3,1027,320,2.7,4,80,0,0
2045-01-03 17:00:00+01:00,-2.8,1027,320,1.9,6,82,0,0
2045-01-03 18:00:00+01:00,-3.2,1028,330,2.2,7,82,0,0
2045-01-03 19:00:00+01:00,-3.5,1028,340,1.9,5,82,0,0
2045-01-03 20:00:00+01:00,-4.5,1028,320,1.7,5,83,0,0
2045-01-03 21:00:00+01:00,-3.5,1029,310,1.7,5,85,0,0
2045-01-03 22:00:00+01:00,-3.3,1029,330,2.1,5,85,0,0
2045-01-03 23:00:00+01:00,-3.0,1029,300,0.6,8,84,0,0
2045-01-04 00:00:00+01:00,-2.7,1029,310,1.5,7,83,0,0
2045-01-04 01:00:00+01:00,-3.0,1030,300,1.8,6,83,0,0
2045-01-04 02:00:00+01:00,-3.3,1030,310,1.4,5,84,0,0
2045-01-04 03:00:00+01:00,-4.0,1030,320,1.3,3,86,0,0
2045-01-04 04:00:00+01:00,-5.4,1030,330,0.9,1,88,0,0
2045-01-04 05:00:00+01:00,-6.1,1030,340,0.8,1,89,0,0
2045-01-04 06:00:00+01:00,-6.6,1030,350,0.9,0,90,0,0
2045-01-04 07:00:00+01:00,-6.4,1031,10,0.0,1,89,0,0
2045-01-04 08:00:00+01:00,-6.8,1031,30,0.9,1,90,4,8
2045-01-04 09:00:00+01:00,-5.6,1031,20,1.3,1,88,44,31
2045-01-04 10:00:00+01:00,-4.3,1032,20,0.6,1,84,64,63
2045-01-04 11:00:00+01:00,-3.1,1032,0,0.0,1,84,99,75
2045-01-04 12:00:00+01:00,-1.6,1032,90,1.6,3,83,50,98
2045-01-04 13:00:00+01:00,-1.5,1032,100,1.3,5,80,32,89
2045-01-04 14:00:00+01:00,-1.6,1032,110,1.8,2,80,40,60
2045-01-04 15:00:00+01:00,-2.7,1032,100,1.8,2,80,5,25
2045-01-04 16:00:00+01:00,-4.2,1032,120,1.8,1,83,0,0
2045-01-04 17:00:00+01:00,-5.1,1033,110,2.7,1,84,0,0
2045-01-04 18:00:00+01:00,-5.6,1033,100,2.7,0,84,0,0
2045-01-04 19:00:00+01:00,-6.4,1033,100,3.1,0,84,0,0
2045-01-04 20:00:00+01:00,-6.3,1033,90,2.7,1,85,0,0
2045-01-04 21:00:00+01:00,-7.0,1033,100,2.9,1,85,0,0
2045-01-04 22:00:00+01:00,-7.2,1033,110,2.6,1,86,0,0
2045-01-04 23:00:00+01:00,-7.5,1033,110,2.6,1,86,0,0
2045-01-05 00:00:00+01:00,-8.0,1033,100,2.6,4,87,0,0
2045-01-05 01:00:00+01:00,-8.3,1033,100,3.0,5,88,0,0
2045-01-05 02:00:00+01:00,-8.2,1033,100,3.1,5,88,0,0
2045-01-05 03:00:00+01:00,-6.7,1033,110,2.4,6,87,0,0
2045-01-05 04:00:00+01:00,-7.0,1033,120,1.3,4,86,0,0
2045-01-05 05:00:00+01:00,-8.4,1033,90,1.9,1,86,0,0
2045-01-05 06:00:00+01:00,-8.7,1033,90,2.6,0,87,0,0
2045-01-05 07:00:00+01:00,-8.9,1032,90,3.3,1,88,0,0
2045-01-05 08:00:00+01:00,-8.7,1032,100,3.0,1,88,1,9
2045-01-05 09:00:00+01:00,-8.3,1032,100,2.8,1,88,21,48
2045-01-05 10:00:00+01:00,-7.4,1032,100,3.0,0,87,36,90
2045-01-05 11:00:00+01:00,-6.3,1031,100,3.1,2,86,38,115
2045-01-05 12:00:00+01:00,-6.2,1031,90,3.3,2,86,44,122
2045-01-05 13:00:00+01:00,-5.8,1030,120,3.9,2,84,17,102
2045-01-05 14:00:00+01:00,-6.4,1030,110,3.6,5,85,6,65
