datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2]
2015-01-01 00:00:00+01:00,4.6,996,213,4.9,8,89,0,0
2015-01-01 01:00:00+01:00,3.4,996,210,4.4,7,93,0,0
2015-01-01 02:00:00+01:00,2.5,996,210,4.0,7,97,0,0
2015-01-01 03:00:00+01:00,2.3,997,206,3.8,6,97,0,0
2015-01-01 04:00:00+01:00,2.2,997,202,3.6,6,98,0,0
2015-01-01 05:00:00+01:00,2.1,997,190,3.5,7,99,0,0
2015-01-01 06:00:00+01:00,2.1,998,190,3.4,7,97,0,0
2015-01-01 07:00:00+01:00,2.1,998,200,4.3,7,97,0,0
2015-01-01 08:00:00+01:00,2.1,999,200,3.4,7,98,0,0
2015-01-01 09:00:00+01:00,2.5,1000,190,3.3,5,96,1,38
2015-01-01 10:00:00+01:00,3.0,1000,210,2.7,6,94,5,66
2015-01-01 11:00:00+01:00,3.7,1001,210,2.9,6,91,0,69
2015-01-01 12:00:00+01:00,4.3,1001,200,2.6,6,88,11,100
2015-01-01 13:00:00+01:00,4.5,1002,200,2.6,6,86,10,88
2015-01-01 14:00:00+01:00,3.9,1002,170,2.4,5,87,14,63
2015-01-01 15:00:00+01:00,3.1,1002,180,1.7,4,92,0,2
2015-01-01 16:00:00+01:00,1.7,1003,200,2.8,3,97,0,0
2015-01-01 17:00:00+01:00,1.6,1004,190,3.1,2,100,0,0
2015-01-01 18:00:00+01:00,0.9,1005,190,2.5,3,99,0,0
2015-01-01 19:00:00+01:00,0.3,1005,190,3.0,3,98,0,0
2015-01-01 20:00:00+01:00,-0.1,1006,190,3.0,3,98,0,0
2015-01-01 21:00:00+01:00,-0.3,1007,210,2.9,2,99,0,0
2015-01-01 22:00:00+01:00,0.6,1007,230,2.6,3,97,0,0
2015-01-01 23:00:00+01:00,-0.2,1008,250,1.7,4,97,0,0
2015-01-02 00:00:00+01:00,-0.3,1009,280,1.2,5,98,0,0
2015-01-02 01:00:00+01:00,0.1,1009,330,1.3,5,97,0,0
2015-01-02 02:00:00+01:00,0.0,1009,320,1.5,5,96,0,0
2015-01-02 03:00:00+01:00,-0.2,1010,320,1.8,7,98,0,0
2015-01-02 04:00:00+01:00,-0.1,1011,350,1.8,7,98,0,0
2015-01-02 05:00:00+01:00,-0.2,1011,350,1.5,7,98,0,0
2015-01-02 06:00:00+01:00,-0.3,1012,340,1.4,7,98,0,0
2015-01-02 07:00:00+01:00,0.0,1013,350,1.1,7,98,0,0
2015-01-02 08:00:00+01:00,-0.1,1013,320,1.2,7,96,0,0
2015-01-02 09:00:00+01:00,0.7,1014,340,0.7,7,96,2,44
2015-01-02 10:00:00+01:00,1.4,1014,330,0.0,8,97,0,53
2015-01-02 11:00:00+01:00,1.7,1015,320,0.6,7,98,0,77
2015-01-02 12:00:00+01:00,2.3,1015,310,1.1,6,98,8,99
2015-01-02 13:00:00+01:00,2.5,1015,310,0.7,5,96,9,92
2015-01-02 14:00:00+01:00,2.2,1016,340,1.0,4,97,5,59
2015-01-02 15:00:00+01:00,2.1,1017,340,0.3,7,98,0,13
2015-01-02 16:00:00+01:00,2.0,1017,340,0.3,8,98,0,0
2015-01-02 17:00:00+01:00,1.8,1018,360,0.8,8,98,0,0
2015-01-02 18:00:00+01:00,1.7,1018,330,1.1,8,97,0,0
2015-01-02 19:00:00+01:00,1.8,1019,340,1.1,8,97,0,0
2015-01-02 20:00:00+01:00,1.8,1019,350,1.1,8,97,0,0
2015-01-02 21:00:00+01:00,1.9,1020,360,0.9,8,98,0,0
2015-01-02 22:00:00+01:00,1.9,1020,350,0.9,8,98,0,0
2015-01-02 23:00:00+01:00,1.8,1020,360,1.4,8,98,0,0
2015-01-03 00:00:00+01:00,1.6,1021,360,0.2,7,97,0,0
2015-01-03 01:00:00+01:00,1.3,1021,330,1.1,8,97,0,0
2015-01-03 02:00:00+01:00,1.0,1021,330,1.7,7,99,0,0
2015-01-03 03:00:00+01:00,0.4,1021,340,1.6,7,99,0,0
2015-01-03 04:00:00+01:00,0.7,1022,340,1.3,6,96,0,0
2015-01-03 05:00:00+01:00,-0.3,1022,310,1.4,5,96,0,0
2015-01-03 06:00:00+01:00,-0.4,1022,310,1.9,6,97,0,0
2015-01-03 07:00:00+01:00,0.2,1023,10,1.3,6,98,0,0
2015-01-03 08:00:00+01:00,0.3,1023,320,1.4,8,98,0,0
2015-01-03 09:00:00+01:00,0.7,1023,300,2.1,7,96,2,46
2015-01-03 10:00:00+01:00,0.9,1024,300,1.9,8,97,0,50
2015-01-03 11:00:00+01:00,0.9,1024,320,0.8,8,99,0,51
2015-01-03 12:00:00+01:00,0.9,1025,300,1.7,8,99,0,56
2015-01-03 13:00:00+01:00,1.0,1024,310,1.9,7,99,0,48
2015-01-03 14:00:00+01:00,0.9,1024,300,2.5,6,99,0,24
2015-01-03 15:00:00+01:00,0.9,1025,310,1.9,7,99,0,4
2015-01-03 16:00:00+01:00,0.8,1025,310,1.8,7,99,0,0
2015-01-03 17:00:00+01:00,1.0,1026,320,2.2,7,99,0,0
2015-01-03 18:00:00+01:00,1.1,1026,310,2.7,7,98,0,0
2015-01-03 19:00:00+01:00,0.9,1026,320,1.9,8,96,0,0
2015-01-03 20:00:00+01:00,0.6,1027,320,1.7,8,96,0,0
2015-01-03 21:00:00+01:00,0.4,1027,340,2.0,7,96,0,0
2015-01-03 22:00:00+01:00,0.3,1027,340,2.1,8,97,0,0
2015-01-03 23:00:00+01:00,0.1,1027,320,1.8,8,98,0,0
2015-01-04 00:00:00+01:00,0.0,1028,330,1.9,8,96,0,0
2015-01-04 01:00:00+01:00,-0.1,1028,330,1.6,8,95,0,0
2015-01-04 02:00:00+01:00,-0.2,1028,320,1.8,8,94,0,0
2015-01-04 03:00:00+01:00,-0.3,1028,320,1.7,8,95,0,0
2015-01-04 04:00:00+01:00,-0.3,1028,330,1.8,8,95,0,0
2015-01-04 05:00:00+01:00,-0.5,1028,330,1.6,8,96,0,0
2015-01-04 06:00:00+01:00,-0.5,1028,330,1.7,8,97,0,0
2015-01-04 07:00:00+01:00,-0.5,1028,340,2.0,8,98,0,0
2015-01-04 08:00:00+01:00,-0.3,1029,340,1.7,8,97,0,0
2015-01-04 09:00:00+01:00,-0.2,1029,10,1.5,8,96,0,33
2015-01-04 10:00:00+01:00,0.5,1029,10,1.7,8,96,0,37
2015-01-04 11:00:00+01:00,1.0,1029,0,2.1,7,94,0,49
2015-01-04 12:00:00+01:00,1.2,1029,10,2.8,7,91,0,55
2015-01-04 13:00:00+01:00,1.2,1028,30,2.9,7,87,3,69
2015-01-04 14:00:00+01:00,1.1,1028,30,2.7,6,83,15,47
2015-01-04 15:00:00+01:00,1.0,1028,30,2.4,7,78,0,8
2015-01-04 16:00:00+01:00,0.7,1028,10,2.4,7,77,0,0
2015-01-04 17:00:00+01:00,0.5,1028,10,2.2,7,82,0,0
2015-01-04 18:00:00+01:00,0.5,1028,10,2.1,7,86,0,0
2015-01-04 19:00:00+01:00,0.3,1028,20,2.0,8,90,0,0
2015-01-04 20:00:00+01:00,0.4,1028,50,1.9,8,94,0,0
2015-01-04 21:00:00+01:00,0.4,1028,50,2.2,8,97,0,0
2015-01-04 22:00:00+01:00,0.6,1028,70,2.1,8,97,0,0
2015-01-04 23:00:00+01:00,0.8,1028,80,2.8,8,96,0,0
2015-01-05 00:00:00+01:00,0.9,1027,80,3.3,8,95,0,0
2015-01-05 01:00:00+01:00,0.9,1027,80,3.2,8,95,0,0
2015-01-05 02:00:00+01:00,0.8,1027,80,3.8,8,96,0,0
2015-01-05 03:00:00+01:00,0.8,1027,80,4.3,8,97,0,0
2015-01-05 04:00:00+01:00,0.9,1027,90,4.7,8,98,0,0
2015-01-05 05:00:00+01:00,1.0,1026,80,5.1,8,98,0,0
2015-01-05 06:00:00+01:00,1.0,1026,90,5.1,8,97,0,0
2015-01-05 07:00:00+01:00,1.1,1026,90,5.7,8,96,0,0
2015-01-05 08:00:00+01:00,0.9,1025,80,6.1,8,96,0,0
2015-01-05 09:00:00+01:00,0.9,1025,90,5.4,7,96,0,38
2015-01-05 10:00:00+01:00,1.0,1025,90,6.0,7,95,0,34
2015-01-05 11:00:00+01:00,1.0,1025,80,6.1,8,92,0,33
2015-01-05 12:00:00+01:00,0.7,1025,90,5.8,7,93,0,63
2015-01-05 13:00:00+01:00,0.7,1024,90,6.3,8,94,0,25
2015-01-05 14:00:00+01:00,0.5,1023,90,6.2,8,92,0,10
2015-01-05 15:00:00+01:00,0.3,1023,90,6.5,8,91,0,2
2015-01-05 16:00:00+01:00,-0.1,1023,90,6.4,8,91,0,0
2015-01-05 17:00:00+01:00,-0.3,1023,90,5.9,8,92,0,0
2015-01-05 18:00:00+01:00,-0.3,1023,100,6.1,8,90,0,0
2015-01-05 19:00:00+01:00,-0.5,1023,100,5.4,8,90,0,0
2015-01-05 20:00:00+01:00,-0.5,1023,100,5.8,8,91,0,0
2015-01-05 21:00:00+01:00,-0.5,1023,90,6.4,8,92,0,0
2015-01-05 22:00:00+01:00,-0.5,1023,100,5.8,8,91,0,0
2015-01-05 23:00:00+01:00,-0.5,1023,100,5.4,8,90,0,0
2015-01-06 00:00:00+01:00,-0.7,1023,100,5.8,8,90,0,0
2015-01-06 01:00:00+01:00,-0.7,1023,100,5.7,8,90,0,0
2015-01-06 02:00:00+01:00,-0.9,1023,90,6.6,8,90,0,0
2015-01-06 03:00:00+01:00,-1.0,1023,90,7.5,8,92,0,0
2015-01-06 04:00:00+01:00,-1.1,1023,100,6.1,8,92,0,0
2015-01-06 05:00:00+01:00,-1.2,1023,100,5.1,8,93,0,0
2015-01-06 06:00:00+01:00,-1.5,1023,90,6.8,8,94,0,0
2015-01-06 07:00:00+01:00,-1.7,1023,90,5.4,8,95,0,0
2015-01-06 08:00:00+01:00,-2.0,1024,100,6.5,8,96,0,0
2015-01-06 09:00:00+01:00,-2.2,1024,90,6.0,8,97,0,28
2015-01-06 10:00:00+01:00,-1.9,1025,90,5.7,8,94,0,41
2015-01-06 11:00:00+01:00,-1.9,1025,90,5.3,7,91,0,37
2015-01-06 12:00:00+01:00,-2.1,1025,90,5.9,8,90,0,37
2015-01-06 13:00:00+01:00,-1.9,1025,90,4.8,8,90,0,29
2015-01-06 14:00:00+01:00,-1.7,1025,90,5.5,8,90,0,17
2015-01-06 15:00:00+01:00,-1.3,1025,90,5.4,8,90,0,5
2015-01-06 16:00:00+01:00,-0.9,1025,110,4.8,8,88,0,0
2015-01-06 17:00:00+01:00,-0.8,1025,90,4.8,8,88,0,0
2015-01-06 18:00:00+01:00,-0.6,1025,90,4.0,8,88,0,0
2015-01-06 19:00:00+01:00,-0.5,1026,90,4.2,8,88,0,0
2015-01-06 20:00:00+01:00,-0.4,1026,90,4.2,8,87,0,0
2015-01-06 21:00:00+01:00,-0.4,1026,90,4.2,8,88,0,0
2015-01-06 22:00:00+01:00,-0.6,1026,100,5.3,8,88,0,0
2015-01-06 23:00:00+01:00,-0.8,1026,90,4.5,8,88,0,0
2015-01-07 00:00:00+01:00,-1.2,1027,100,4.7,8,88,0,0
2015-01-07 01:00:00+01:00,-1.4,1027,90,3.6,8,90,0,0
2015-01-07 02:00:00+01:00,-1.7,1027,90,4.6,8,93,0,0
2015-01-07 03:00:00+01:00,-1.9,1027,90,4.9,8,95,0,0
2015-01-07 04:00:00+01:00,-2.0,1027,90,5.2,8,96,0,0
2015-01-07 05:00:00+01:00,-2.1,1027,90,5.2,8,97,0,0
2015-01-07 06:00:00+01:00,-1.9,1027,90,4.4,8,98,0,0
2015-01-07 07:00:00+01:00,-1.8,1028,100,4.3,8,97,0,0
2015-01-07 08:00:00+01:00,-1.7,1028,90,4.7,8,97,0,0
2015-01-07 09:00:00+01:00,-1.5,1028,90,5.0,8,96,0,35
2015-01-07 10:00:00+01:00,-1.3,1029,100,5.2,8,96,0,43
2015-01-07 11:00:00+01:00,-1.2,1029,90,5.4,7,96,0,41
2015-01-07 12:00:00+01:00,-1.4,1029,100,5.2,7,94,0,40
2015-01-07 13:00:00+01:00,-1.5,1029,90,5.6,8,93,0,31
2015-01-07 14:00:00+01:00,-1.9,1029,100,5.5,8,92,0,19
2015-01-07 15:00:00+01:00,-2.1,1029,100,5.1,8,94,0,4
2015-01-07 16:00:00+01:00,-1.9,1029,100,4.2,8,96,0,0
2015-01-07 17:00:00+01:00,-1.5,1029,100,4.0,8,96,0,0
