datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2]
2045-01-01 00:00:00+01:00,2.2,1028,215,1.8,3,89,0,0
2045-01-01 01:00:00+01:00,2.0,1028,199,1.4,2,91,0,0
2045-01-01 02:00:00+01:00,1.8,1028,154,1.2,2,93,0,0
2045-01-01 03:00:00+01:00,1.6,1028,90,1.3,3,93,0,0
2045-01-01 04:00:00+01:00,1.6,1028,36,1.3,5,92,0,0
2045-01-01 05:00:00+01:00,1.7,1028,23,1.3,6,91,0,0
2045-01-01 06:00:00+01:00,2.3,1028,15,1.3,7,87,0,0
2045-01-01 07:00:00+01:00,1.9,1028,25,2.0,6,84,0,0
2045-01-01 08:00:00+01:00,1.6,1028,43,2.4,7,83,0,0
2045-01-01 09:00:00+01:00,1.3,1028,43,2.1,7,82,0,18
2045-01-01 10:00:00+01:00,1.1,1028,42,1.4,6,83,0,43
2045-01-01 11:00:00+01:00,1.3,1028,50,1.1,6,78,0,56
2045-01-01 12:00:00+01:00,1.5,1028,5,1.1,6,72,0,56
2045-01-01 13:00:00+01:00,1.8,1028,349,1.6,6,71,0,47
2045-01-01 14:00:00+01:00,1.6,1027,41,1.8,7,74,0,30
2045-01-01 15:00:00+01:00,1.5,1027,44,1.7,7,80,0,5
2045-01-01 16:00:00+01:00,1.4,1027,7,0.9,7,85,0,0
2045-01-01 17:00:00+01:00,1.3,1027,36,1.1,6,88,0,0
2045-01-01 18:00:00+01:00,1.2,1028,56,0.9,6,89,0,0
2045-01-01 19:00:00+01:00,1.3,1028,47,1.2,6,89,0,0
2045-01-01 20:00:00+01:00,1.4,1028,59,0.7,6,89,0,0
2045-01-01 21:00:00+01:00,1.6,1028,26,0.5,6,87,0,0
2045-01-01 22:00:00+01:00,1.6,1027,51,1.4,7,85,0,0
2045-01-01 23:00:00+01:00,1.5,1028,43,0.6,8,84,0,0
2045-01-02 00:00:00+01:00,1.5,1028,41,1.0,7,85,0,0
2045-01-02 01:00:00+01:00,1.7,1027,21,1.2,8,86,0,0
2045-01-02 02:00:00+01:00,1.7,1027,33,1.3,8,87,0,0
2045-01-02 03:00:00+01:00,1.3,1027,63,2.2,8,90,0,0
2045-01-02 04:00:00+01:00,1.1,1027,66,2.6,8,91,0,0
2045-01-02 05:00:00+01:00,0.9,1027,65,2.5,8,87,0,0
2045-01-02 06:00:00+01:00,1.0,1027,76,2.2,7,86,0,0
2045-01-02 07:00:00+01:00,0.9,1027,77,2.4,7,86,0,0
2045-01-02 08:00:00+01:00,0.8,1027,81,2.2,7,87,0,0
2045-01-02 09:00:00+01:00,0.8,1027,70,2.3,7,88,2,28
2045-01-02 10:00:00+01:00,0.9,1027,81,2.8,7,87,0,36
2045-01-02 11:00:00+01:00,1.0,1027,95,3.9,8,86,0,33
2045-01-02 12:00:00+01:00,1.1,1026,93,3.2,8,84,0,37
2045-01-02 13:00:00+01:00,1.1,1026,111,3.1,6,83,8,65
2045-01-02 14:00:00+01:00,0.9,1026,97,3.5,6,83,21,46
2045-01-02 15:00:00+01:00,0.6,1025,110,3.2,6,81,5,20
2045-01-02 16:00:00+01:00,0.4,1025,88,2.9,7,81,0,0
2045-01-02 17:00:00+01:00,0.4,1025,90,2.6,8,82,0,0
2045-01-02 18:00:00+01:00,0.6,1024,100,2.7,7,82,0,0
2045-01-02 19:00:00+01:00,0.7,1024,98,2.5,7,81,0,0
2045-01-02 20:00:00+01:00,0.7,1023,100,3.1,6,78,0,0
2045-01-02 21:00:00+01:00,0.3,1023,86,2.5,6,78,0,0
2045-01-02 22:00:00+01:00,0.5,1022,92,3.5,6,82,0,0
2045-01-02 23:00:00+01:00,0.5,1022,92,3.3,6,84,0,0
2045-01-03 00:00:00+01:00,0.3,1021,92,4.3,5,83,0,0
2045-01-03 01:00:00+01:00,0.2,1020,92,3.8,6,79,0,0
2045-01-03 02:00:00+01:00,-0.1,1020,101,4.3,5,76,0,0
2045-01-03 03:00:00+01:00,-0.5,1019,111,4.1,6,75,0,0
