datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2]
2045-01-01 00:00:00+01:00,0.1,948,121,2.7,8,100,0,0
2045-01-01 01:00:00+01:00,-0.2,948,96,2.2,8,100,0,0
2045-01-01 02:00:00+01:00,-0.2,948,76,1.8,8,100,0,0
2045-01-01 03:00:00+01:00,0.0,948,87,1.8,8,98,0,0
2045-01-01 04:00:00+01:00,0.2,949,109,2.0,8,97,0,0
2045-01-01 05:00:00+01:00,0.6,949,150,1.9,8,94,0,0
2045-01-01 06:00:00+01:00,0.2,949,180,2.7,8,93,0,0
2045-01-01 07:00:00+01:00,-0.2,949,170,2.8,8,94,0,0
2045-01-01 08:00:00+01:00,-0.4,949,180,2.0,8,96,0,1
2045-01-01 09:00:00+01:00,0.3,949,160,2.7,8,95,0,25
2045-01-01 10:00:00+01:00,0.7,949,160,3.1,8,93,0,46
2045-01-01 11:00:00+01:00,0.4,950,150,3.2,7,95,6,97
2045-01-01 12:00:00+01:00,-0.5,949,160,2.9,5,99,7,106
2045-01-01 13:00:00+01:00,1.3,949,140,2.2,6,97,17,108
2045-01-01 14:00:00+01:00,0.5,949,150,1.5,6,95,8,75
2045-01-01 15:00:00+01:00,0.9,949,120,2.0,7,98,5,36
2045-01-01 16:00:00+01:00,0.5,949,112,1.4,6,98,0,5
2045-01-01 17:00:00+01:00,0.7,949,130,3.0,7,96,0,0
2045-01-01 18:00:00+01:00,-0.4,950,140,2.6,8,98,0,0
2045-01-01 19:00:00+01:00,-0.2,950,139,3.3,7,99,0,0
2045-01-01 20:00:00+01:00,-1.1,950,140,3.7,7,99,0,0
2045-01-01 21:00:00+01:00,-1.2,950,150,3.8,6,100,0,0
2045-01-01 22:00:00+01:00,-0.7,950,59,3.1,6,98,0,0
2045-01-01 23:00:00+01:00,-0.8,950,99,3.1,6,97,0,0
2045-01-02 00:00:00+01:00,-0.9,951,101,3.6,7,100,0,0
2045-01-02 01:00:00+01:00,-1.4,951,69,2.9,5,100,0,0
2045-01-02 02:00:00+01:00,-1.2,951,108,3.7,5,100,0,0
2045-01-02 03:00:00+01:00,-1.0,952,105,3.9,6,100,0,0
2045-01-02 04:00:00+01:00,-1.1,952,125,2.9,6,100,0,0
2045-01-02 05:00:00+01:00,-1.2,952,170,3.2,7,100,0,0
2045-01-02 06:00:00+01:00,-2.6,952,170,2.7,7,100,0,0
2045-01-02 07:00:00+01:00,-2.6,952,189,2.3,6,100,0,0
2045-01-02 08:00:00+01:00,-2.5,952,150,2.2,6,100,0,2
2045-01-02 09:00:00+01:00,-1.8,953,288,2.7,6,100,6,38
2045-01-02 10:00:00+01:00,-0.9,955,150,2.5,6,100,12,75
2045-01-02 11:00:00+01:00,-1.7,955,150,2.0,6,100,21,106
2045-01-02 12:00:00+01:00,-0.8,955,169,1.8,5,100,46,116
2045-01-02 13:00:00+01:00,-1.0,957,179,1.5,3,100,126,76
2045-01-02 14:00:00+01:00,-0.5,957,1,0.9,6,99,41,77
2045-01-02 15:00:00+01:00,-0.1,957,1,1.1,7,96,18,37
2045-01-02 16:00:00+01:00,-1.1,958,169,1.7,7,97,0,7
2045-01-02 17:00:00+01:00,-0.2,958,0,0.8,8,97,0,0
2045-01-02 18:00:00+01:00,-1.8,959,360,0.7,8,97,0,0
2045-01-02 19:00:00+01:00,-1.1,960,0,0.6,7,100,0,0
2045-01-02 20:00:00+01:00,-2.0,961,360,0.6,7,100,0,0
2045-01-02 21:00:00+01:00,-2.2,961,10,0.9,8,100,0,0
2045-01-02 22:00:00+01:00,-2.0,962,348,1.0,8,100,0,0
2045-01-02 23:00:00+01:00,-1.6,963,329,0.9,8,100,0,0
2045-01-03 00:00:00+01:00,-1.0,964,336,1.4,7,99,0,0
2045-01-03 01:00:00+01:00,-1.4,964,353,1.3,8,99,0,0
2045-01-03 02:00:00+01:00,-1.3,964,336,1.3,8,100,0,0
2045-01-03 03:00:00+01:00,-2.1,965,345,1.4,8,100,0,0
2045-01-03 04:00:00+01:00,-1.3,965,2,0.7,8,100,0,0
2045-01-03 05:00:00+01:00,-1.3,966,340,0.8,8,100,0,0
2045-01-03 06:00:00+01:00,-0.6,966,311,0.8,8,97,0,0
2045-01-03 07:00:00+01:00,-1.5,967,321,0.8,7,97,0,0
2045-01-03 08:00:00+01:00,-1.0,967,360,0.4,8,98,0,3
2045-01-03 09:00:00+01:00,-1.4,968,160,1.1,8,98,10,40
2045-01-03 10:00:00+01:00,-1.8,968,140,1.8,8,100,0,51
