,south [W/kWp],east-west [W/kWp],025-east-west_075-south [W/kWp]
2015-01-01 00:00:00+01:00,0,0,0
2015-01-01 00:15:00+01:00,0,0,0
2015-01-01 00:30:00+01:00,0,0,0
2015-01-01 00:45:00+01:00,0,0,0
2015-01-01 01:00:00+01:00,0,0,0
2015-01-01 01:15:00+01:00,0,0,0
2015-01-01 01:30:00+01:00,0,0,0
2015-01-01 01:45:00+01:00,0,0,0
2015-01-01 02:00:00+01:00,0,0,0
2015-01-01 02:15:00+01:00,0,0,0
2015-01-01 02:30:00+01:00,0,0,0
2015-01-01 02:45:00+01:00,0,0,0
2015-01-01 03:00:00+01:00,0,0,0
2015-01-01 03:15:00+01:00,0,0,0
2015-01-01 03:30:00+01:00,0,0,0
2015-01-01 03:45:00+01:00,0,0,0
2015-01-01 04:00:00+01:00,0,0,0
2015-01-01 04:15:00+01:00,0,0,0
2015-01-01 04:30:00+01:00,0,0,0
2015-01-01 04:45:00+01:00,0,0,0
2015-01-01 05:00:00+01:00,0,0,0
2015-01-01 05:15:00+01:00,0,0,0
2015-01-01 05:30:00+01:00,0,0,0
2015-01-01 05:45:00+01:00,0,0,0
2015-01-01 06:00:00+01:00,0,0,0
2015-01-01 06:15:00+01:00,0,0,0
2015-01-01 06:30:00+01:00,0,0,0
2015-01-01 06:45:00+01:00,0,0,0
2015-01-01 07:00:00+01:00,0,0,0
2015-01-01 07:15:00+01:00,0,0,0
2015-01-01 07:30:00+01:00,0,0,0
2015-01-01 07:45:00+01:00,0,0,0
2015-01-01 08:00:00+01:00,0,0,0
2015-01-01 08:15:00+01:00,0,0,0
2015-01-01 08:30:00+01:00,0,0,0
2015-01-01 08:45:00+01:00,17,10,15
2015-01-01 09:00:00+01:00,21,17,20
2015-01-01 09:15:00+01:00,39,28,36
2015-01-01 09:30:00+01:00,26,24,25
2015-01-01 09:45:00+01:00,28,27,28
2015-01-01 10:00:00+01:00,36,33,36
2015-01-01 10:15:00+01:00,39,36,39
2015-01-01 10:30:00+01:00,34,34,34
2015-01-01 10:45:00+01:00,30,30,30
2015-01-01 11:00:00+01:00,37,35,37
2015-01-01 11:15:00+01:00,53,49,52
2015-01-01 11:30:00+01:00,57,52,56
2015-01-01 11:45:00+01:00,71,63,69
2015-01-01 12:00:00+01:00,71,64,70
2015-01-01 12:15:00+01:00,58,54,56
2015-01-01 12:30:00+01:00,31,30,31
2015-01-01 12:45:00+01:00,25,24,25
2015-01-01 13:00:00+01:00,38,32,36
2015-01-01 13:15:00+01:00,45,41,44
2015-01-01 13:30:00+01:00,42,40,42
2015-01-01 13:45:00+01:00,50,45,49
2015-01-01 14:00:00+01:00,69,58,67
2015-01-01 14:15:00+01:00,91,66,85
2015-01-01 14:30:00+01:00,97,67,89
2015-01-01 14:45:00+01:00,66,50,62
2015-01-01 15:00:00+01:00,55,40,51
2015-01-01 15:15:00+01:00,107,59,95
2015-01-01 15:30:00+01:00,64,37,58
2015-01-01 15:45:00+01:00,65,37,58
2015-01-01 16:00:00+01:00,0,0,0
2015-01-01 16:15:00+01:00,0,0,0
2015-01-01 16:30:00+01:00,0,0,0
2015-01-01 16:45:00+01:00,0,0,0
2015-01-01 17:00:00+01:00,0,0,0
2015-01-01 17:15:00+01:00,0,0,0
2015-01-01 17:30:00+01:00,0,0,0
2015-01-01 17:45:00+01:00,0,0,0
2015-01-01 18:00:00+01:00,0,0,0
2015-01-01 18:15:00+01:00,0,0,0
2015-01-01 18:30:00+01:00,0,0,0
2015-01-01 18:45:00+01:00,0,0,0
2015-01-01 19:00:00+01:00,0,0,0
2015-01-01 19:15:00+01:00,0,0,0
2015-01-01 19:30:00+01:00,0,0,0
2015-01-01 19:45:00+01:00,0,0,0
2015-01-01 20:00:00+01:00,0,0,0
2015-01-01 20:15:00+01:00,0,0,0
2015-01-01 20:30:00+01:00,0,0,0
2015-01-01 20:45:00+01:00,0,0,0
2015-01-01 21:00:00+01:00,0,0,0
2015-01-01 21:15:00+01:00,0,0,0
2015-01-01 21:30:00+01:00,0,0,0
2015-01-01 21:45:00+01:00,0,0,0
2015-01-01 22:00:00+01:00,0,0,0
2015-01-01 22:15:00+01:00,0,0,0
2015-01-01 22:30:00+01:00,0,0,0
2015-01-01 22:45:00+01:00,0,0,0
