Ort 	          : Milan
Breitengrad       : 45.45
Längengrad	  : 9.18
Hoehenlage        : 117  Meter ueber NN


Art des TMY       : mittleres Jahr
Bezugszeitraum    : 2017-2019

NSRDB

Year,MM,DD,HH,Minute,Temperature,DHI,GHI,DNI,Pressure,Surface Albedo,Wind Direction,Wind Speed
2019,1,1,1,30,1.4,0,0,0,1010,0.12,68,1.3
2019,1,1,2,30,1.1,0,0,0,1010,0.12,62,1.3
2019,1,1,3,30,1.1,0,0,0,1010,0.12,63,1.4
2019,1,1,4,30,1.4,0,0,0,1010,0.12,71,1.3
2019,1,1,5,30,1.7,0,0,0,1010,0.12,84,1.1
2019,1,1,6,30,1.9,0,0,0,1010,0.12,99,0.9
2019,1,1,7,30,2.2,0,0,0,1010,0.12,112,0.7
2019,1,1,8,30,3.2,21,34,241,1011,0.12,124,0.4
2019,1,1,9,30,4.6,51,151,540,1010,0.12,170,0.4
2019,1,1,10,30,5.8,69,259,665,1010,0.12,224,0.7
2019,1,1,11,30,6.6,77,331,729,1009,0.12,241,1.1
2019,1,1,12,30,7.1,79,355,751,1007,0.12,245,1.5
2019,1,1,13,30,7.3,73,329,745,1006,0.12,246,1.7
2019,1,1,14,30,6.8,64,254,685,1005,0.12,244,1.4
2019,1,1,15,30,4.7,47,142,550,1004,0.12,246,1
2019,1,1,16,30,2.6,16,25,219,1004,0.12,252,0.9
2019,1,1,17,30,1.8,0,0,0,1003,0.12,260,0.9
2019,1,1,18,30,1.4,0,0,0,1003,0.12,275,0.7
2019,1,1,19,30,1.2,0,0,0,1002,0.12,294,0.6
2019,1,1,20,30,1.1,0,0,0,1002,0.12,310,0.7
2019,1,1,21,30,1,0,0,0,1001,0.12,318,0.9
2019,1,1,22,30,0.8,0,0,0,1000,0.12,323,1.1
2019,1,1,23,30,0.7,0,0,0,999,0.12,324,1.3
2019,1,1,24,30,0.7,0,0,0,999,0.12,323,1.3
2019,1,2,1,30,0.7,0,0,0,999,0.12,301,1.3
2019,1,2,2,30,0.4,0,0,0,998,0.12,278,1.4
2019,1,2,3,30,0.3,0,0,0,998,0.12,267,1.6
2019,1,2,4,30,0.6,0,0,0,998,0.12,267,1.7
2019,1,2,5,30,1,0,0,0,998,0.12,280,1.7
2019,1,2,6,30,1.4,0,0,0,999,0.12,305,1.9
2019,1,2,7,30,1.7,0,0,0,1000,0.12,330,2.1
2019,1,2,8,30,3.4,19,43,431,1001,0.12,346,2.1
2019,1,2,9,30,6.3,38,173,727,1002,0.12,348,2.2
2019,1,2,10,30,8.4,51,289,829,1002,0.12,347,3.2
2019,1,2,11,30,9.3,56,364,883,1002,0.12,352,4.7
2019,1,2,12,30,9.4,58,389,896,1002,0.12,355,5.5
2019,1,2,13,30,9,58,358,870,1002,0.12,355,5.3
2019,1,2,14,30,7.7,52,278,810,1002,0.12,353,4.2
2019,1,2,15,30,5,40,159,677,1003,0.12,350,3
2019,1,2,16,30,2.6,17,31,328,1004,0.12,347,2.6
2019,1,2,17,30,1.8,0,0,0,1004,0.12,346,2.6
2019,1,2,18,30,1.4,0,0,0,1005,0.12,347,2.6
2019,1,2,19,30,0.9,0,0,0,1005,0.12,349,2.5
2019,1,2,20,30,0.4,0,0,0,1005,0.12,353,2.2
2019,1,2,21,30,-0.1,0,0,0,1005,0.12,357,2.1
2019,1,2,22,30,-0.4,0,0,0,1006,0.12,359,1.9
2019,1,2,23,30,-0.7,0,0,0,1006,0.12,359,1.8
2019,1,2,24,30,-0.7,0,0,0,1006,0.12,359,1.7
2019,1,3,1,30,-0.5,0,0,0,1007,0.12,353,1.5
2019,1,3,2,30,-0.4,0,0,0,1007,0.12,347,1.4
2019,1,3,3,30,-0.3,0,0,0,1007,0.12,340,1.3
2019,1,3,4,30,-0.4,0,0,0,1007,0.12,334,1.4
2019,1,3,5,30,-0.7,0,0,0,1007,0.12,333,1.5
2019,1,3,6,30,-0.9,0,0,0,1007,0.12,338,1.6
2019,1,3,7,30,-0.8,0,0,0,1007,0.12,343,1.6
2019,1,3,8,30,1,19,42,404,1008,0.12,345,1.6
2019,1,3,9,30,3.7,39,170,702,1008,0.12,348,2
2019,1,3,10,30,5.4,50,286,820,1008,0.12,178,2.6
2019,1,3,11,30,6.3,56,357,857,1007,0.12,13,2.7
2019,1,3,12,30,6.6,60,380,864,1007,0.12,22,2.3
2019,1,3,13,30,6.3,58,352,845,1007,0.12,28,1.5
2019,1,3,14,30,5.4,51,274,793,1007,0.12,33,1
2019,1,3,15,30,3.4,39,157,666,1007,0.12,30,1
2019,1,3,16,30,1.3,17,32,336,1007,0.12,24,1.4
2019,1,3,17,30,0.1,0,0,0,1008,0.12,21,1.7
2019,1,3,18,30,-0.5,0,0,0,1008,0.12,21,1.8
2019,1,3,19,30,-1,0,0,0,1008,0.12,21,1.7
2019,1,3,20,30,-1.1,0,0,0,1008,0.12,22,1.6
2019,1,3,21,30,-0.8,0,0,0,1008,0.12,24,1.5
2019,1,3,22,30,-0.2,0,0,0,1008,0.12,25,1.2
2019,1,3,23,30,0.6,0,0,0,1008,0.12,28,1
2019,1,3,24,30,0.9,0,0,0,1008,0.12,31,0.9
2019,1,4,1,30,0.8,0,0,0,1008,0.12,30,0.8
2019,1,4,2,30,0.7,0,0,0,1009,0.12,24,0.8
2019,1,4,3,30,0.7,0,0,0,1008,0.12,14,0.7
2019,1,4,4,30,0.6,0,0,0,1008,0.12,183,0.7
2019,1,4,5,30,0.3,0,0,0,1008,0.12,358,0.7
2019,1,4,6,30,0.2,0,0,0,1009,0.12,181,0.7
2019,1,4,7,30,0.3,0,0,0,1009,0.12,6,0.7
2019,1,4,8,30,1.1,19,39,353,1009,0.12,15,0.7
2019,1,4,9,30,2.7,42,165,657,1010,0.12,33,0.9
2019,1,4,10,30,4.3,54,279,780,1010,0.12,50,1.3
2019,1,4,11,30,5.4,60,354,836,1010,0.12,61,1.4
2019,1,4,12,30,5.9,62,376,844,1009,0.12,75,1.2
2019,1,4,13,30,5.6,61,348,820,1009,0.12,96,0.8
2019,1,4,14,30,4.4,56,270,754,1009,0.12,141,0.6
2019,1,4,15,30,2.9,45,153,601,1009,0.12,194,0.7
2019,1,4,16,30,1.8,19,31,258,1008,0.12,226,0.9
2019,1,4,17,30,1.2,0,0,0,1008,0.12,247,1
2019,1,4,18,30,0.9,0,0,0,1008,0.12,263,1
2019,1,4,19,30,0.6,0,0,0,1008,0.12,276,1
2019,1,4,20,30,0.5,0,0,0,1008,0.12,288,1
2019,1,4,21,30,0.4,0,0,0,1007,0.12,298,1
2019,1,4,22,30,0.1,0,0,0,1007,0.12,305,1
2019,1,4,23,30,-0.2,0,0,0,1006,0.12,312,1
2019,1,4,24,30,-0.4,0,0,0,1006,0.12,316,1
2019,1,5,1,30,-0.4,0,0,0,1006,0.12,322,1.1
2019,1,5,2,30,-0.4,0,0,0,1006,0.12,322,1.1
2019,1,5,3,30,-0.4,0,0,0,1005,0.12,324,1.1
2019,1,5,4,30,-0.4,0,0,0,1005,0.12,327,1
2019,1,5,5,30,-0.4,0,0,0,1004,0.12,333,1
2019,1,5,6,30,-0.5,0,0,0,1004,0.12,343,1
2019,1,5,7,30,-0.2,0,0,0,1004,0.12,351,0.9
2019,1,5,8,30,0.9,19,39,340,1004,0.12,352,0.9
2019,1,5,9,30,2.3,41,161,640,1003,0.12,345,1.1
2019,1,5,10,30,3.2,50,272,763,1003,0.12,334,1.5
2019,1,5,11,30,4.1,54,345,825,1002,0.12,322,1.8
2019,1,5,12,30,5.1,55,371,843,1001,0.12,308,1.9
2019,1,5,13,30,6.1,57,344,817,1000,0.12,289,1.9
2019,1,5,14,30,5.7,50,270,768,999,0.12,275,1.6
2019,1,5,15,30,3.8,39,157,649,999,0.12,274,1.3
2019,1,5,16,30,2.4,17,35,340,999,0.12,281,1.4
2019,1,5,17,30,2.2,0,0,0,999,0.12,293,1.4
2019,1,5,18,30,2.4,0,0,0,999,0.12,304,1.5
2019,1,5,19,30,2.5,0,0,0,999,0.12,312,1.5
2019,1,5,20,30,2.8,0,0,0,1000,0.12,316,1.5
2019,1,5,21,30,3,0,0,0,1000,0.12,317,1.5
2019,1,5,22,30,2.8,0,0,0,1000,0.12,316,1.5
2019,1,5,23,30,2.4,0,0,0,1000,0.12,314,1.4
2019,1,5,24,30,2.2,0,0,0,1000,0.12,312,1.4
2019,1,6,1,30,1.7,0,0,0,1000,0.13,309,1.4
2019,1,6,2,30,1.6,0,0,0,1000,0.13,308,1.3
2019,1,6,3,30,1.9,0,0,0,1000,0.13,308,1.3
2019,1,6,4,30,2.4,0,0,0,1000,0.13,311,1.3
2019,1,6,5,30,2.6,0,0,0,1000,0.13,316,1.4
2019,1,6,6,30,2.7,0,0,0,1000,0.13,322,1.5
2019,1,6,7,30,3,0,0,0,1000,0.13,324,1.5
2019,1,6,8,30,4.5,18,40,383,1001,0.13,324,1.5
